name,address,manager,phone,fax,street,city,zip,province,id,address_original,llaccuracy,lat,lng,zipmatch,ziplat,ziplng,fsa
CATES MEDICINE CENTRE,"Snug Cove
Box 177, Bowen Island, BC  V0N 1G0, Canada",Shahzad Mirsaeidi,(604) 947-0766,(604) 947-0736,"Snug Cove
Box 177",Bowen Island,V0N 1G0,BC,77,"Snug Cove
Box 177
Bowen Island, BC  V0N 1G0
CANADA",1.0,49.3847,-123.33622,true,50.2542502949516,-124.686309260507,V0N
CEDAR HILLS DRUG MART,"10269 128 St, Surrey, BC  V3T 2Z2, Canada",Dakshkumar Patel,(604) 930-0030,(604) 930-0031,10269 128 St,Surrey,V3T 2Z2,BC,78,"10269 128 St
Surrey, BC  V3T 2Z2
CANADA",0.4,49.170794,-122.868057,false,49.190394728448,-122.848462790325,V3T
CENTRAL DRUGS - BEBAN PLAZA,"#16 - 2220 Bowen Road, Nanaimo, BC  V9S 1H9, Canada",Mark Rogers,(250) 758-7711,(250) 758-7765,#16 - 2220 Bowen Road,Nanaimo,V9S 1H9,BC,79,"#16 - 2220 Bowen Road
Nanaimo, BC  V9S 1H9
CANADA",0.5,49.172724,-123.959447,false,49.1894387656933,-123.963586439922,V9S
CENTRAL DRUGS - BRICKYARD,"#102 - 6010 Brickyard Road, Nanaimo, BC  V9V 1S5, Canada",Cody Drzewiecki,(250) 751-2576,(250) 751-2439,#102 - 6010 Brickyard Road,Nanaimo,V9V 1S5,BC,80,"#102 - 6010 Brickyard Road
Nanaimo, BC  V9V 1S5
CANADA",0.5,49.242179,-124.026424,true,49.2391998662501,-124.023245438063,V9V
CENTRAL DRUGS - CAMPBELL,"346 Campbell St., Nanaimo, BC  V9R 3G7, Canada",Richard Fukui,(250) 753-5342,(250) 753-5147,346 Campbell St.,Nanaimo,V9R 3G7,BC,81,"346 Campbell St.
Nanaimo, BC  V9R 3G7
CANADA",0.5,49.168645,-123.940401,true,49.1637063144328,-123.977995931184,V9R
CENTRAL DRUGS - DUFFERIN,"#101 - 1125 Dufferin Cr., Nanaimo, BC  V9S 2B5, Canada",Sarah Mah,(250) 716-0063,(250) 716-0005,#101 - 1125 Dufferin Cr.,Nanaimo,V9S 2B5,BC,82,"#101 - 1125 Dufferin Cr.
Nanaimo, BC  V9S 2B5
CANADA",0.1,49.184356,-123.958646,true,49.1894387656933,-123.963586439922,V9S
CENTRAL DRUGS - DUNSMUIR,"495A Dunsmuir St, Nanaimo, BC  V9R 6B9, Canada",Kylee Power,(250) 753-6401,(250) 753-6487,495A Dunsmuir St,Nanaimo,V9R 6B9,BC,83,"495A Dunsmuir St
Nanaimo, BC  V9R 6B9
CANADA",0.5,49.163548,-123.938001,true,49.1637063144328,-123.977995931184,V9R
CENTRAL DRUGS - LANTZVILLE,"7186 Lantzville Rd
Box 328, Lantzville, BC  V0R 2H0, Canada",Russell Beales,(250) 390-4423,(250) 390-4425,"7186 Lantzville Rd
Box 328",Lantzville,V0R 2H0,BC,84,"7186 Lantzville Rd
Box 328
Lantzville, BC  V0R 2H0
CANADA",0.5,49.252325,-124.123013,true,49.1018732261652,-125.019665241326,V0R
CENTRAL DRUGS - PACIFIC STATION,"103 - 5160 Dublin Way, Nanaimo, BC  V9T 0H2, Canada",Jordan Mark,(250) 585-6178,(250) 585-6179,103 - 5160 Dublin Way,Nanaimo,V9T 0H2,BC,85,"103 - 5160 Dublin Way
Nanaimo, BC  V9T 0H2
CANADA",0.5,49.216323,-124.03353,true,49.2168198317584,-124.00670244362,V9T
CENTRAL LONSDALE PHARMACY,"1562 Lonsdale Ave, North Vancouver, BC  V7M 2J3, Canada",Navid Danaee-Moghaddam,(604) 971-4464,(604) 971-4465,1562 Lonsdale Ave,North Vancouver,V7M 2J3,BC,86,"1562 Lonsdale Ave
North Vancouver, BC  V7M 2J3
CANADA",0.5,49.321018,-123.072348,false,49.3224863139342,-123.084865113587,V7M
CENTRAL PARK PHARMACY,"3963 Kingsway, Burnaby, BC  V5H 1Y7, Canada",Miki Wong,(604) 433-0110,(604) 433-0110,3963 Kingsway,Burnaby,V5H 1Y7,BC,87,"3963 Kingsway
Burnaby, BC  V5H 1Y7
CANADA",0.5,49.213447,-122.937887,false,49.2287120398404,-122.996471986297,V5H
CHEMMART PHARMACY,"1900 - 8171 Ackroyd Rd, Richmond, BC  V6X 3K1, Canada",Eric Cheng,(604) 270-9091,(604) 270-9092,1900 - 8171 Ackroyd Rd,Richmond,V6X 3K1,BC,88,"1900 - 8171 Ackroyd Rd
Richmond, BC  V6X 3K1
CANADA",0.5,49.172018,-123.136467,true,49.1863745873366,-123.111677711377,V6X
CHILLIWACK PHARMACY,"101- 45863 Yale Rd, Chilliwack, BC  V2P 2N6, Canada",Mounir Khalil,(604) 402-3100,(604) 402-3101,101- 45863 Yale Rd,Chilliwack,V2P 2N6,BC,89,"101- 45863 Yale Rd
Chilliwack, BC  V2P2N6
CANADA",0.33,49.16638,-121.95257,true,49.1806404435609,-121.900229531001,V2P
CHOICES PHARMACY,"105 - 9093 King George Blvd., Surrey, BC  V3V 5V7, Canada",Anand Kapoor,(604) 593-5322,(604) 593-5320,105 - 9093 King George Blvd.,Surrey,V3V 5V7,BC,90,"105 - 9093 King George Blvd.
Surrey, BC  V3V 5V7
CANADA",0.5,49.152089,-122.841664,false,49.1831831533584,-122.876242276909,V3V
CITY CENTRE REMEDY'SRX,"399 Main St, Penticton, BC  V2A 5B7, Canada",Travis Petrisor,(250) 770-0047,(250) 770-8853,399 Main St,Penticton,V2A 5B7,BC,91,"399 Main St
Penticton, BC  V2A 5B7
CANADA",0.5,49.458439,-119.578094,true,49.5074809335768,-119.66409208506,V2A
CLAYTON HEIGHTS PHARMACY,"102 - 7170 188 St, Surrey, BC  V4N 6R4, Canada",Jaswinder Kaur,(604) 372-3808,(604) 372-3812,102 - 7170 188 St,Surrey,V4N 6R4,BC,92,"102 - 7170 188 St
Surrey, BC  V4N 6R4
CANADA",0.5,49.060135,-122.702525,false,49.1719889564122,-122.734851508864,V4N
CLEARBROOK PHARMACY,"#1 - 2629 Cedar Park Place, Abbotsford, BC  V2T 3S4, Canada",Camelia Choi,(604) 852-4466,(604) 852-4466,#1 - 2629 Cedar Park Place,Abbotsford,V2T 3S4,BC,93,"#1 - 2629 Cedar Park Place
Abbotsford, BC  V2T 3S4
CANADA",0.33,49.05798,-122.25257,false,49.0391641015515,-122.347843226749,V2T
CLINIC DRUG STORE,"Medical Building
816 - 103rd Ave., Dawson Creek, BC  V1G 2E9, Canada",Tenneille Metz,(250) 782-3100,(250) 782-8120,"Medical Building
816 - 103rd Ave.",Dawson Creek,V1G 2E9,BC,94,"Medical Building
816 - 103rd Ave.
Dawson Creek, BC  V1G 2E9
CANADA",1.0,55.75984,-120.2403,true,54.9942734706602,-120.444806139276,V1G
CLOUD PHARMACY,"4918 Victoria Drive, Vancouver, BC  V5P 3T6, Canada",Pavan Dhillon,(604) 558-1690,(604) 558-1691,4918 Victoria Drive,Vancouver,V5P 3T6,BC,95,"4918 Victoria Drive
Vancouver, BC  V5P 3T6
CANADA",0.5,49.27706,-123.065614,false,49.223596351092,-123.067835340981,V5P
COAL HARBOUR PHARMACY,"Unit B - 622 Bute St, Vancouver, BC  V6E 3M1, Canada",Sina Salehi Pirooz,(604) 336-3038,(604) 336-3044,Unit B - 622 Bute St,Vancouver,V6E 3M1,BC,96,"Unit B - 622 Bute St
Vancouver, BC  V6E 3M1
CANADA",1.0,49.24966,-123.11934,false,49.283457569434,-123.129406113292,V6E
COASTAL CARE PHARMACY,"101 - 10183 152A St, Surrey, BC  V3R 4H6, Canada",Ashishbhai Patel,(604) 588-0484,(604) 588-0485,101 - 10183 152A St,Surrey,V3R 4H6,BC,97,"101 - 10183 152A St
Surrey, BC  V3R 4H6
CANADA",0.4,49.038359,-122.799908,false,49.1963107379805,-122.824169757623,V3R
COASTAL CARE PHARMACY #2,"103 - 15420 Fraser Hwy, Surrey, BC  V3R 3P5, Canada",Madhu Rana,(604) 589-9064,(604) 589-9066,103 - 15420 Fraser Hwy,Surrey,V3R 3P5,BC,98,"103 - 15420 Fraser Hwy
Surrey, BC  V3R 3P5
CANADA",0.33,49.10635,-122.82509,false,49.1963107379805,-122.824169757623,V3R
COLUMBIA PRESCRIPTION X-PRESS,"317 Columbia St E, New Westminster, BC  V3L 3W8, Canada",Mehulgiri Gosai,(604) 525-3784,(604) 525-3734,317 Columbia St E,New Westminster,V3L 3W8,BC,99,"317 Columbia St E
New Westminster, BC  V3L 3W8
CANADA",0.4,49.202124,-122.909873,false,49.2211306947569,-122.898883878006,V3L
COLUMBIA ST. PHARMACY,"Columbia 300
#112 - 300 Columbia St, Kamloops, BC  V2C 6L1, Canada",Cory Proctor,(778) 471-5971,(778) 471-5973,"Columbia 300
#112 - 300 Columbia St",Kamloops,V2C 6L1,BC,100,"Columbia 300
#112 - 300 Columbia St
Kamloops, BC  V2C 6L1
CANADA",0.5,50.671374,-120.318994,true,50.5376609383254,-120.011225685599,V2C
COMMUNITY APOTHECARY,"402 - 3701 Hastings St, Burnaby, BC  V5C 2H6, Canada",Candace Waung,(604) 757-1254,(604) 563-7852,402 - 3701 Hastings St,Burnaby,V5C 2H6,BC,101,"402 - 3701 Hastings St
Burnaby, BC  V5C 2H6
CANADA",0.5,49.280985,-122.997475,true,49.2766738428469,-123.007422486654,V5C
COMMUNITY APOTHECARY #2,"210 - 990 Fort Street, Victoria, BC  V8V 3K2, Canada",Ahmad Ghahary,(778) 400-5757,(778) 440-0197,210 - 990 Fort Street,Victoria,V8V 3K2,BC,102,"210 - 990 Fort Street
Victoria, BC  V8V3K2
CANADA",0.9,48.423997,-123.357167,false,48.4164754620851,-123.365138868897,V8V
COMMUNITY CARE PHARMACY #7164,"#102 - 9648 - 128th St, Surrey, BC  V3T 2X9, Canada",Jaspreet Kainth,(604) 583-5312,(604) 583-5346,#102 - 9648 - 128th St,Surrey,V3T 2X9,BC,103,"#102 - 9648 - 128th St
Surrey, BC  V3T 2X9
CANADA",0.4,49.170794,-122.868057,false,49.190394728448,-122.848462790325,V3T
COMMUNITY OUTREACH PHARMACY,"Unit 5 - 1080 Cliveden Ave, Delta, BC  V3M 6G6, Canada",Fiona Yang,(604) 777-5601,(604) 777-2084,Unit 5 - 1080 Cliveden Ave,Delta,V3M 6G6,BC,104,"Unit 5 - 1080 Cliveden Ave
Delta, BC  V3M 6G6
CANADA",1.0,49.14399,-122.9068,false,49.1984065446815,-122.934408509512,V3M
CONTINENTAL PHARMACY,"1196 - 3779 Sexsmith Rd, Richmond, BC  V6X 3Z9, Canada",Joseph Leung,(604) 276-8938,(604) 276-8940,1196 - 3779 Sexsmith Rd,Richmond,V6X 3Z9,BC,105,"1196 - 3779 Sexsmith Rd
Richmond, BC  V6X 3Z9
CANADA",0.5,49.192914,-123.128129,true,49.1863745873366,-123.111677711377,V6X
CONTINENTAL PHARMACY #2,"5316 Victoria Dr, Vancouver, BC  V5P 3V7, Canada",Ada Lee,(604) 327-6823,(604) 327-0272,5316 Victoria Dr,Vancouver,V5P 3V7,BC,106,"5316 Victoria Dr
Vancouver, BC  V5P 3V7
CANADA",0.5,49.27706,-123.065614,false,49.223596351092,-123.067835340981,V5P
COOL-AID DISPENSARY,"713 Johnson St, Victoria, BC  V8W 1M8, Canada",James Pauly,(250) 385-8469,(250) 383-5933,713 Johnson St,Victoria,V8W 1M8,BC,107,"713 Johnson St
Victoria, BC  V8W 1M8
CANADA",0.9,48.42685,-123.363941,true,48.4276915425061,-123.364360876863,V8W
CORDOVA BAY PHARMACY,"5166 Cordova Bay Rd, Victoria, BC  V8Y 2K6, Canada",Zahra Carino,(250) 590-6053,(250) 590-6403,5166 Cordova Bay Rd,Victoria,V8Y 2K6,BC,108,"5166 Cordova Bay Rd
Victoria, BC  V8Y 2K6
CANADA",0.5,48.532384,-123.377355,true,48.524348321501,-123.374199042286,V8Y
CORNING DRUGS #2,"236 East Georgia St., Vancouver, BC  V6A 1Z7, Canada",Edwin Li,(604) 685-7609,(604) 685-7672,236 East Georgia St.,Vancouver,V6A 1Z7,BC,109,"236 East Georgia St.
Vancouver, BC  V6A 1Z7
CANADA",0.9,49.278285,-123.098541,true,49.2792476329702,-123.089566417569,V6A
CORNING DRUGS LTD.,"515 Main St., Vancouver, BC  V6A 2V1, Canada",Winnie Chak,(604) 685-9056,(604) 685-8681,515 Main St.,Vancouver,V6A 2V1,BC,110,"515 Main St.
Vancouver, BC  V6A 2V1
CANADA",0.9,49.280033,-123.100178,true,49.2792476329702,-123.089566417569,V6A
COSTCO PHARMACY #   51,"3550 Brighton Ave., Burnaby, BC  V5A 4W3, Canada",Helen Wong,(604) 420-9811,(604) 420-2771,3550 Brighton Ave.,Burnaby,V5A 4W3,BC,111,"3550 Brighton Ave.
Burnaby, BC  V5A 4W3
CANADA",0.5,49.253339,-122.919024,true,49.2687688423682,-122.929926374963,V5A
COSTCO PHARMACY #   54,"9151 Bridgeport Road, Richmond, BC  V6X 3L9, Canada",Lorraine Yee,(604) 270-1163,(604) 270-2245,9151 Bridgeport Road,Richmond,V6X 3L9,BC,112,"9151 Bridgeport Road
Richmond, BC  V6X 3L9
CANADA",0.5,49.191987,-123.129503,true,49.1863745873366,-123.111677711377,V6X
COSTCO PHARMACY #   55,"7423 King George Blvd, Surrey, BC  V3W 5A8, Canada",Muhammad Iqbal,(604) 596-0757,(604) 596-2216,7423 King George Blvd,Surrey,V3W 5A8,BC,113,"7423 King George Blvd
Surrey, BC  V3W 5A8
CANADA",0.5,49.152089,-122.841664,true,49.1410042095061,-122.856837478998,V3W
COSTCO PHARMACY #   59,"2479 North Highway 97, Kelowna, BC  V1X 4J2, Canada",Kelly Yee,(250) 868-2548,(250) 868-0132,2479 North Highway 97,Kelowna,V1X 4J2,BC,114,"2479 North Highway 97
Kelowna, BC  V1X 4J2
CANADA",0.5,49.885994,-119.425878,true,50.0457888438254,-119.291583751319,V1X
COSTCO PHARMACY # 155,"6700 Island Highway, Nanaimo, BC  V9V 1K8, Canada",Anita Sorensen Wessel,(250) 390-0585,(250) 390-1339,6700 Island Highway,Nanaimo,V9V 1K8,BC,115,"6700 Island Highway
Nanaimo, BC  V9V 1K8
CANADA",0.5,49.187084,-123.985525,false,49.2391998662501,-124.023245438063,V9V
COSTCO PHARMACY # 158,"2555 Range Road, Prince George, BC  V2N 4G8, Canada",Nathan Linkletter,(250) 614-1759,(250) 614-8375,2555 Range Road,Prince George,V2N 4G8,BC,116,"2555 Range Road
Prince George, BC  V2N 4G8
CANADA",0.9,53.884408,-122.771814,false,53.6493565080702,-122.957816392392,V2N
COSTCO PHARMACY # 161,"1675 Versatile Drive, Kamloops, BC  V1S 1W7, Canada",Jordan Marshall,(250) 372-7348 x 0,(250) 372-5729,1675 Versatile Drive,Kamloops,V1S 1W7,BC,117,"1675 Versatile Drive
Kamloops, BC  V1S 1W7
CANADA",0.9,50.655161,-120.388446,true,50.6780794252445,-120.612093611306,V1S
COSTCO PHARMACY # 163,"1127 Sumas Way, Abbotsford, BC  V2S 8H2, Canada",Ron Najibnia,(604) 864-3935,(604) 864-2865,1127 Sumas Way,Abbotsford,V2S 8H2,BC,118,"1127 Sumas Way
Abbotsford, BC  V2S 8H2
CANADA",0.33,49.05798,-122.25257,true,49.0397175093707,-122.285383962384,V2S
COSTCO PHARMACY # 255,"2370 Ottawa St, Port Coquitlam, BC  V3B 7Z1, Canada",Alexander Rivera,(604) 552-2298,(604) 552-5488,2370 Ottawa St,Port Coquitlam,V3B 7Z1,BC,119,"2370 Ottawa St
Port Coquitlam, BC  V3B 7Z1
CANADA",0.5,49.260744,-122.746465,true,49.2724993577282,-122.756523735201,V3B
COSTCO PHARMACY # 256,"799 McCallum Rd, Victoria, BC  V9B 6A2, Canada",Shelina Dawood,(250) 391-8986,(250) 391-0413,799 McCallum Rd,Victoria,V9B 6A2,BC,120,"799 McCallum Rd
Victoria, BC  V9B 6A2
CANADA",0.5,48.460496,-123.496108,true,48.4827382013552,-123.506344576293,V9B
COSTCO PHARMACY # 259,"20499 64th Ave, Langley, BC  V2Y 1N5, Canada",Jolene Chan,(604) 539-8928,(604) 539-8925,20499 64th Ave,Langley,V2Y 1N5,BC,121,"20499 64th Ave
Langley, BC  V2Y 1N5
CANADA",0.8,49.119841,-122.655167,true,49.1277794033672,-122.621185397052,V2Y
COSTCO PHARMACY # 548,"4500 Still Creek Dr, Burnaby, BC  V5C 0E5, Canada",Jordan Asayo,(604) 296-5109,(604) 296-5106,4500 Still Creek Dr,Burnaby,V5C 0E5,BC,122,"4500 Still Creek Dr
Burnaby, BC  V5C 0E5
CANADA",0.33,49.26636,-122.95263,false,49.2766738428469,-123.007422486654,V5C
COSTCO PHARMACY # 552,"605 Expo Blvd, Vancouver, BC  V6B 1V4, Canada",Paul Chan,(604) 622-5059,(604) 622-5056,605 Expo Blvd,Vancouver,V6B 1V4,BC,123,"605 Expo Blvd
Vancouver, BC  V6B 1V4
CANADA",0.9,49.278536,-123.110205,true,49.2803210570045,-123.113580759168,V6B
COSTCO PHARMACY #1092,"588 Crown Isle Blvd, Courtenay, BC  V9N 0A6, Canada",Barbara Rea,(250) 331-8710,(250) 331-8720,588 Crown Isle Blvd,Courtenay,V9N 0A6,BC,124,"588 Crown Isle Blvd
Courtenay, BC  V9N 0A6
CANADA",0.1,49.674392,-125.01926,true,49.5811802404716,-125.098398473739,V9N
COSTCO PHARMACY #1240,"Unit 103 - 7435 Nelson Rd, Richmond, BC  V6W 1G3, Canada",Amarvir Parhar,(778) 732-1456,(778) 732-1460,Unit 103 - 7435 Nelson Rd,Richmond,V6W 1G3,BC,125,"Unit 103 - 7435 Nelson Rd
Richmond, BC  V6W 1G3
CANADA",1.0,49.17003,-123.13683,false,49.1546181747147,-123.050841826166,V6W
COTTONWOOD REMEDYS'RX,"100 - 45428 Luckakuck Way, Chilliwack, BC  V2R 3S9, Canada",Rajesh Sharma,(604) 858-9446,(604) 858-9447,100 - 45428 Luckakuck Way,Chilliwack,V2R 3S9,BC,126,"100 - 45428 Luckakuck Way
Chilliwack, BC  V2R 3S9
CANADA",0.5,49.143445,-121.978222,true,49.0771170456505,-121.991756609719,V2R
COUNTRY GROCER PHARMACY,"372 Lower Ganges Rd, Salt Spring Island, BC  V8K 2V7, Canada",Lynn Vanderwekken,(250) 538-0323,(250) 538-0326,372 Lower Ganges Rd,Salt Spring Island,V8K 2V7,BC,127,"372 Lower Ganges Rd
Salt Spring Island, BC  V8K 2V7
CANADA",0.5,48.861708,-123.513476,true,48.8137861743026,-123.497295251013,V8K
COURTENAY PHARMACY,"2599B Cliffe Ave, Courtenay, BC  V9N 2L5, Canada",Christopher Sutton,(250) 871-8405,(250) 871-8409,2599B Cliffe Ave,Courtenay,V9N 2L5,BC,128,"2599B Cliffe Ave
Courtenay, BC  V9N 2L5
CANADA",0.1,49.721265,-124.995004,true,49.5811802404716,-125.098398473739,V9N
COVE PHARMACY,"672 Plaza Rd
Box 614, Quadra Island, Quathiaski Cove, BC  V0P 1N0, Canada",Colleen Hogg,(250) 285-2275,(250) 285-3375,"672 Plaza Rd
Box 614, Quadra Island",Quathiaski Cove,V0P 1N0,BC,129,"672 Plaza Rd
Box 614, Quadra Island
Quathiaski Cove, BC  V0P 1N0
CANADA",0.5,50.042856,-125.206008,true,50.7549405507323,-125.82868563588,V0P
COWRIE PHARMACY,"Unit 1 - 5699 Cowrie St, Sechelt, BC  V0N 3A0, Canada",Amany Mady,(604) 885-0580,(604) 885-0572,Unit 1 - 5699 Cowrie St,Sechelt,V0N 3A0,BC,130,"Unit 1 - 5699 Cowrie St
Sechelt, BC  V0N 3A0
CANADA",1.0,49.47512,-123.75903,true,50.2542502949516,-124.686309260507,V0N
CRANBROOK IDA PHARMACY,"13 24th Ave N, Cranbrook, BC  V1C 3H9, Canada",Richard Lockhart,(250) 420-4133,(250) 420-4135,13 24th Ave N,Cranbrook,V1C 3H9,BC,131,"13 24th Ave N
Cranbrook, BC  V1C 3H9
CANADA",0.3,49.492452,-115.748373,true,49.3419738609889,-115.809865397977,V1C
CRIDGE FAMILY PHARMACY,"641 Fort St, Victoria, BC  V8W 1G2, Canada",Patrick Falkiner,(250) 686-7104,(778) 433-7848,641 Fort St,Victoria,V8W 1G2,BC,132,"641 Fort St
Victoria, BC  V8W 1G2
CANADA",0.9,48.42444,-123.366825,true,48.4276915425061,-123.364360876863,V8W
CRIDGE FAMILY PHARMACY 2,"2136b Keating Cross Rd, Saanichton, BC  V8M 2A6, Canada",Elisabeth Mignault,(250) 652-8880,1-855-297-5608,2136b Keating Cross Rd,Saanichton,V8M 2A6,BC,133,"2136b Keating Cross Rd
Saanichton, BC  V8M 2A6
CANADA",0.5,48.56513,-123.40799,true,48.5816953672807,-123.422318363172,V8M
CROSSROADS PHARMACY,"140 - 2061 Sumas Way, Abbotsford, BC  V2S 8H6, Canada",Jonah Jireh Jemina,(778) 880-0125,(778) 880-0282,140 - 2061 Sumas Way,Abbotsford,V2S 8H6,BC,134,"140 - 2061 Sumas Way
Abbotsford, BC  V2S 8H6
CANADA",0.33,49.05798,-122.25257,true,49.0397175093707,-122.285383962384,V2S
CRYSTAL PHARMACY & MEDICAL SUPPLIES,"1611 - 4500 Kingsway, Burnaby, BC  V5H 2A9, Canada",Andre Lo,(604) 433-2821,(604) 433-2830,1611 - 4500 Kingsway,Burnaby,V5H 2A9,BC,135,"1611 - 4500 Kingsway
Burnaby, BC  V5H 2A9
CANADA",0.5,49.213447,-122.937887,false,49.2287120398404,-122.996471986297,V5H
DAVIE PHARMACY,"1232 Davie St, Vancouver, BC  V6E 1N3, Canada",Eugene Wu,(604) 559-9952,(604) 559-7752,1232 Davie St,Vancouver,V6E 1N3,BC,136,"1232 Davie St
Vancouver, BC  V6E 1N3
CANADA",0.5,49.21709,-123.064673,false,49.283457569434,-123.129406113292,V6E
DAVIES PRESCRIPTIONS - ST. GEORGES,"1401 St. Georges Ave., North Vancouver, BC  V7L 3J3, Canada",Mohinder Jaswal,(604) 985-8771,(604) 985-8262,1401 St. Georges Ave.,North Vancouver,V7L 3J3,BC,137,"1401 St. Georges Ave.
North Vancouver, BC  V7L 3J3
CANADA",0.5,49.343248,-123.068524,false,49.3157977072505,-123.057394813444,V7L
DAWSON PHARMACY,"4218 Dawson St, Burnaby, BC  V5C 0B8, Canada",Megha Patel,(604) 428-9755,(604) 428-9756,4218 Dawson St,Burnaby,V5C 0B8,BC,138,"4218 Dawson St
Burnaby, BC  V5C 0B8
CANADA",0.5,49.26378,-122.989395,true,49.2766738428469,-123.007422486654,V5C
DEAN PHARMACY,"102 - 6844 King George Blvd, Surrey, BC  V3W 4Z9, Canada",Faisel Dean,(778) 564-3326,(778) 564-3777,102 - 6844 King George Blvd,Surrey,V3W 4Z9,BC,139,"102 - 6844 King George Blvd
Surrey, BC  V3W 4Z9
CANADA",0.5,49.152089,-122.841664,true,49.1410042095061,-122.856837478998,V3W
DEEP COVE PHARMACY,"4322 Gallant Ave, North Vancouver, BC  V7G 1K8, Canada",Wendy Stump,(604) 985-3539,(604) 985-3540,4322 Gallant Ave,North Vancouver,V7G 1K8,BC,140,"4322 Gallant Ave
North Vancouver, BC  V7G 1K8
CANADA",0.5,49.326776,-122.951938,true,49.367672456432,-122.927895395876,V7G
DELTA PRESCRIPTION CLINIC,"#101 - 8425 120th St, Delta, BC  V4C 6R2, Canada",Michael Tellis,(604) 594-4499,(604) 594-4155,#101 - 8425 120th St,Delta,V4C 6R2,BC,141,"#101 - 8425 120th St
Delta, BC  V4C 6R2
CANADA",0.5,49.150454,-122.89155,true,49.1562750066271,-122.910958159732,V4C
DONEX PHARMACY & DEPARTMENT STORE,"Box 40
145 Birch Ave S, 100 Mile House, BC  V0K 2E0, Canada",Dustin Leduc,(250) 395-4004,(250) 644-2251,"Box 40
145 Birch Ave S",100 Mile House,V0K 2E0,BC,142,"Box 40
145 Birch Ave S
100 Mile House, BC  V0K 2E0
CANADA",1.0,51.64982,-121.28594,true,51.1250429917333,-121.615589609579,V0K
DOWNTOWN CLINIC PHARMACY,"569 Powell Street, Vancouver, BC  V6A 1G8, Canada",Amy Huang,(604) 216-4257,(604) 216-4270,569 Powell Street,Vancouver,V6A 1G8,BC,143,"569 Powell Street
Vancouver, BC  V6A 1G8
CANADA",0.9,49.283293,-123.091806,true,49.2792476329702,-123.089566417569,V6A
DRUGLAND PHARMACY,"#107 - 7738 Edmonds St, Burnaby, BC  V3N 1B8, Canada",Grace Lee,(604) 636-0666,(604) 636-0663,#107 - 7738 Edmonds St,Burnaby,V3N 1B8,BC,144,"#107 - 7738 Edmonds St
Burnaby, BC  V3N 1B8
CANADA",0.5,49.221934,-122.94505,true,49.2264196469916,-122.930978717438,V3N
DRUGSTORE PHARMACY #6722,"200 Carmi Avenue, Penticton, BC  V2A 6M8, Canada",Pradeep Ramachandran Kabali,(250) 493-0053,(250) 493-4078,200 Carmi Avenue,Penticton,V2A 6M8,BC,145,"200 Carmi Avenue
Penticton, BC  V2A 6M8
CANADA",0.5,49.483353,-119.570299,true,49.5074809335768,-119.66409208506,V2A
DRUGSTORE PHARMACY #6733,"PO Box 849
201 Hwy 16 W, Burns Lake, BC  V0J 1E0, Canada",Mohammad Soltanian,(250) 692-1987,(250) 692-1991,"PO Box 849
201 Hwy 16 W",Burns Lake,V0J 1E0,BC,146,"PO Box 849
201 Hwy 16 W
Burns Lake, BC  V0J 1E0
CANADA",1.0,54.2331,-125.7533,true,55.2162327988988,-126.402446521042,V0J
DRUGSTORE PHARMACY #6734,"1000 South Lakeside Drive, Williams Lake, BC  V2G 3A6, Canada",Helen Ibarra,(250) 305-2158,(250) 305-2162,1000 South Lakeside Drive,Williams Lake,V2G 3A6,BC,147,"1000 South Lakeside Drive
Williams Lake, BC  V2G 3A6
CANADA",0.5,52.114795,-122.121322,true,51.9811647108399,-122.133725939745,V2G
DTES CONNECTIONS PHARMACY,"120 - 623 Powell St, Vancouver, BC  V6A 1H2, Canada",Tamar Koleba,(604) 675-3605,(604) 675-3609,120 - 623 Powell St,Vancouver,V6A 1H2,BC,148,"120 - 623 Powell St
Vancouver, BC  V6A 1H2
CANADA",0.9,49.282973,-123.101568,true,49.2792476329702,-123.089566417569,V6A
DUNDAS REMEDY'S RX PHARMACY,"2081 Dundas St, Vancouver, BC  V5L 1J5, Canada",Afshin Talaie,(778) 379-5095,(778) 379-5094,2081 Dundas St,Vancouver,V5L 1J5,BC,149,"2081 Dundas St
Vancouver, BC  V5L 1J5
CANADA",0.5,49.284807,-123.063553,true,49.2798017113471,-123.066047262467,V5L
DYCK'S PHARMACISTS (PANDOSY),"3039 Pandosy St, Kelowna, BC  V1Y 1W3, Canada",John Alessio,(778) 478-0360,(778) 478-0361,3039 Pandosy St,Kelowna,V1Y 1W3,BC,150,"3039 Pandosy St
Kelowna, BC  V1Y 1W3
CANADA",0.5,49.88202,-119.495043,true,49.8920717348395,-119.484658444334,V1Y
DYCK'S PHARMACISTS (SPRINGFIELD),"1111 Springfield Road, Kelowna, BC  V1Y 8R7, Canada",Cameron Rentiers,(250) 762-7774,(250) 762-7718,1111 Springfield Road,Kelowna,V1Y 8R7,BC,151,"1111 Springfield Road
Kelowna, BC  V1Y 8R7
CANADA",-1.0,,,false,49.8920717348395,-119.484658444334,V1Y
DYCK'S PHARMACISTS (ST. PAUL),"1460 St. Paul St, Kelowna, BC  V1Y 2E6, Canada",Jason Alessio,(250) 762-3333,(250) 862-8829,1460 St. Paul St,Kelowna,V1Y 2E6,BC,152,"1460 St. Paul St
Kelowna, BC  V1Y 2E6
CANADA",0.5,49.886319,-119.491804,true,49.8920717348395,-119.484658444334,V1Y
